Année,nom des bénéficiaires,Montant du fonds de concours ou de la subvention (numéraire),Prestations en nature
2016,MOUVEMENT DU 8 OCTOBRE,4000,
2016,NOS REVES PRODUCTIONS,4000,
2016,OLA,4000,
2016,PLUME PALETTE,4000,
2016,SKIN JACKIN BORDEAUX,4000,
2016,SUR MESURE,4000,
2016,UNISPHERES,4000,
2016,COMMERCANTS DU VILLAGE NANSOUTY,3917,
2016,POMME D'API,3800,
2016,BORDEAUX MARITIME SAUVETAGE & SECOURISME - BM2S,3700,Equipements sportifs
2016,SAINT AUGUSTIN 2015,3700,"Locaux, matériel pour manifestations"
2016,ASSOCIATION BORDEAUX-COMPOSTELLE HOSPITALITE SAINT-JACQUES,3500,Locaux
2016,ASSOCIATION PROMOTION DU GRAND SAINT-MICHEL,3500,
2016,BASTIDE BENAUGE FUTSAL,3500,Equipements sportifs
2016,COMPAGNIE DES LIMBES,3500,
2016,ESPRIT DE QUARTIER,3500,"Locaux, matériel pour manifestations"
2016,LA CHEVRE NOIRE,3500,
2016,SCRIPT,3500,
2016,UNION SPORTIVE VILLENAVAISE CYCLISME,3500,
2016,UNIVERSITE DE BORDEAUX,3500,"Equipements sportifs, matériel pour manifestations"
2016,VOLONTAIRES BORDEAUX 98,3400,
2016,JEUNE CHAMBRE ECONOMIQUE DE BORDEAUX,3300,
2016,ASSOCIATION BORDEAUX GAMES,3220,
2016,ASSOCIATION DES PARALYSES DE FRANCE - APF,3200,Matériel pour manifestations
2016,BORDEAUX GIRONDE QUEBEC,3200,Locaux
2016,LA CABANE A GRATTER,3200,Locaux
2016,AMIS DE L'HOTEL DE LALANDE,3109,
2016,ASSOCIATION DEPARTEMENTALE POUR INFORMATION AU LOGEMENT 33 - ADIL33,3030,
2016,A PETIT PAS,3000,
2016,APPRENTISSA'JEU,3000,
2016,ASSOCIATION DES COMMERCANTS ET ARTISANS LES BERGES DU LAC,3000,Matériel pour manifestations
2016,ASSOCIATION L'ALTERNATIVE-KOUABO,3000,
2016,ASSOCIATION NATIONALE DES JEUNES ENTREPRENEURS D AQUITAINE,3000,
2016,ASSOCIATION NATIONALE LE REFUGE,3000,Locaux
2016,ASSOCIATION PETRONILLE,3000,
2016,ASSOCIATION RAYMONDE ROUSSELLE,3000,
2016,BACALAN TENNIS CLUB - BTC,3000,Equipements sportifs
2016,BADMINTON CLUB BARBEY,3000,"Equipements sportifs, matériel pour manifestations"
2016,BORDEAUX FOOTBALL AMERICAIN - LES LIONS DE BORDEAUX,3000,Equipements sportifs
2016,CATHEDRA,3000,"Locaux, matériel pour manifestations"
2016,CIE L'ESPECE FABULATRICE,3000,
2016,CIMADE - SERVICE OECUMENIQUE D'ENTRAIDE,3000,Locaux
2016,CLUB ALPIN FRANCAIS DE BORDEAUX,3000,"Locaux, matériel pour manifestations"
2016,COMPAGNIE BIVOUAC,3000,
2016,COMPAGNIE ILLICITE FABIO LOPEZ,3000,
2016,COMPAGNIE REG'ART,3000,
2016,D'ASQUES ET D'AILLEURS,3000,
2016,DOCUMENTS D'ARTISTES,3000,
2016,ENSEMBLE VOCAL SAGITTARIUS,3000,
2016,EURROM,3000,Locaux
2016,FENETRE SUR RUE,3000,Matériel pour manifestations
2016,FRANCE BENEVOLAT BORDEAUX GIRONDE,3000,Locaux
2016,HABITAT ET HUMANISME GIRONDE - HH33,3000,Locaux
2016,INCITE - BORDEAUX CUB,3000,
2016,INFO SECTES AQUITAINE,3000,
2016,JE CHERCHE UN JOB,3000,Locaux
2016,JUDO CLUB BACALANAIS,3000,Locaux
2016,L'ART HACHE SCENE,3000,
2016,L'ILE AUX OURSONS,3000,
2016,LA BOITE A SEL,3000,
2016,LA MAISON DU DIABETE ET DE LA NUTRITION,3000,
2016,LA NUIT VENUE,3000,"Locaux, matériel informatique"
2016,LA PETITE PALUCHE,3000,
2016,LES GINKOBILOBIENS,3000,
2016,LES SURPRISES,3000,Locaux
2016,LIGUE DE L'ENSEIGNEMENT,3000,"Locaux, matériel pour manifestations"
2016,MEDECINS DU MONDE,3000,"Locaux, matériel pour manifestations"
2016,POINT DE FUITE,3000,Matériel pour manifestations
2016,SACREE MARMAILLE,3000,
2016,TENNIS CLUB BORDEAUX BASTIDE,3000,Equipements sportifs
2016,TIMELESS BALLET,3000,Matériel informatique
2016,VIVRE AVEC - SOLIDARITES INTERGENERATIONNELLES,3000,Locaux
2016,ASSOCIATION DU PARC D'ACTIVITE DE BORDEAUX NORD,2800,
2016,GENERATIONS TAUZIN,2800,Locaux
2016,LES PETITS FRERES DES PAUVRES DE BORDEAUX,2800,Locaux
2016,AQUITAINE CULTURE,2700,
2016,ASSOCIATION DES COMMERCANTS RUE VOLTAIRE,2670,
2016,COMMERCANTS DE LA RUE DU TEMPLE,2635,
2016,AMICALE LAIQUE BORDEAUX CENTRE,2500,"Locaux, équipements sportifs"
2016,AQUITAINE PARTAGE,2500,
2016,ASSOCIATION HABILITEE DES JEUNES SAPEURS POMPIERS DE LA BENAUGE,2500,
2016,ASSOCIATION PALLIA PLUS,2500,Locaux
2016,ASSOCIATION POUR L'ETUDE ET LA PREVENTION DU SUICIDE EN AQUITAINE,2500,
2016,BE WELL,2500,
2016,BORDEAUX BASTIDE BOXE,2500,
2016,BORDEAUX CRITERIUM CYCLISTE INTERNATIONAL - BCCI,2500,Matériel pour manifestations
2016,CERCLE ARTISTIQUE SAINT AUGUSTIN (CASA),2500,
2016,COLLECTIF INTERASSOCIATIF SANTE AQUITAINE (CISSA),2500,
2016,GROUPEMENT POUR L'INSERTION DES HANDICAPES PHYSIQUES D'AQUITAINE - GIHP AQUITAINE,2500,Locaux
2016,INSTANT LIBRE,2500,
2016,LA COMPAGNIE DES PETITES SECOUSSES,2500,Locaux
2016,LA PREVENTION ROUTIERE,2500,"Locaux, matériel pour manifestations"
2016,LES AMIS DE SUPERCOOP,2500,Locaux
2016,MEDIATHEQUE DES MALADES DES HOPITAUX DE BORDEAUX,2500,
2016,MOI NON PLUS,2500,Locaux
2016,ORIGAMI,2500,
2016,OZIMAGES,2500,
2016,PHENIX ECOUTE ET PAROLES,2500,Locaux
2016,"SOCIETE D'HORTICULTURE, D'ARBORICULTURE ET DE VITICULTURE DE CAUDERAN",2500,Locaux
2016,SOS AMITIE - REGION DE BORDEAUX AQUITAINE,2500,Locaux
2016,UNION DEPARTEMENTALE DE LA CONFEDERATION SYNDICALE DES FAMILLES EN GIRONDE,2500,
2016,USEP ELEMENTAIRE FLORNOY,2450,
2016,ACTIFS 33,2400,
2016,COLLECTIF MIXERATUM ERGO SUM,2300,"Locaux, matériel pour manifestations"
2016,LES ECHOS DU LAC,2250,
2016,EXTRA,2200,
2016,TOOBORDO,2200,Locaux
2016,ASSOCIATION DES COMMERCANTS DE LA RUE SAINT-SERNIN,2150,Matériel pour manifestations
2016,COMPAGNONS DU TOUR DE FRANCE DES DEVOIRS UNIS,2100,
2016,DROLE DE SCENE,2100,Locaux
2016,SOCIETE DES MEILLEURS OUVRIERS DE FRANCE GROUPE DE LA GIRONDE,2100,
2016,ASSOCIATION DE LA RUE NOTRE DAME DES CHARTRONS,2064,"Locaux, matériel pour manifestations"
2016,ASSOCIATION DES COMMERCANTS DE LA RUE JJ ROUSSEAU,2055,
2016,A PART ENTIERE,2000,
2016,AIDE AUX AIDANTS DU PAVILLON,2000,
2016,AIKIDO BORDEAUX BASTIDE,2000,Equipements sportifs
2016,AMIS D'ARS ET FIDES BORDEAUX,2000,Locaux
2016,ASSOCIATION COEXISTER,2000,Locaux
2016,ASSOCIATION ESPACE 33,2000,
2016,ASSOCIATION NATIONALE DES AMIS DE JEAN MOULIN,2000,Locaux
2016,AUTISME GIRONDE,2000,
2016,CAMPE,2000,
2016,CENTRE ACCUEIL CONSULTATION INFORMATION SEXUALITE,2000,
2016,CHANTIERS TRAMASSET,2000,
2016,COLLEGE JACQUES ELLUL,2000,
2016,COMITE DE BIENFAISANCE ET DE DEFENSE DES INTERETS DU QUARTIER CAUDERAN-SUD,2000,Locaux
2016,COMPAGNIE JEANNE SIMONE,2000,
2016,CORP'ART FRANCE,2000,Matériel pour manifestations
2016,ENTENTE DES GENERATIONS POUR L’EMPLOI ET L’ENTREPRISE - EGEE,2000,Locaux
2016,FEDERATION NATIONALE DES ANCIENS DES FORCES FRANCAISES EN ALLEMAGNE ET EN AUTRICHE,2000,
2016,FEDERATION SOS RACISME GIRONDE-AQUITAINE,2000,Matériel pour manifestations
2016,FONDAUDEGEMENT VOTRE,2000,
2016,KINO SESSION,2000,Matériel pour manifestations
2016,L'AGENCE DE GEOGRAPHIE AFFECTIVE,2000,Locaux
2016,L'AUBERGE MUSICALE,2000,
2016,LA CHAMBRE BLEUE,2000,Matériel pour manifestations
2016,LA GROSSE SITUATION,2000,
2016,LA MANNE EUROPE,2000,"Locaux, matériel pour manifestations"
2016,LA MARGE ROUSSE,2000,"Locaux, matériel pour manifestations"
2016,LA RESERVE,2000,
2016,MEMOIRES ET PARTAGES,2000,
2016,MOUVEMENT FRANCAIS POUR LE PLANNING FAMILIAL - ASSOCIATION DEPARTEMENTALE DE LA GIRONDE,2000,Locaux
2016,OBSERVATOIRE DE L'IMMOBILIER D'ENTREPRISE BX METROPOLE,2000,
2016,PENSION DE FAMILLE,2000,Locaux
2016,RESEAU D'ECHANGES INTERCULTURELS,2000,
2016,RUELLE (RELAIS URBAIN D'ECHANGES ET DE LUTTE CONTRE L'EXPLOITATION),2000,Locaux
2016,SAVATE BOXE FRANÇAISE DE BORDEAUX - SBFB,2000,Equipements sportifs
2016,"SOUTIEN, CULTURE ET LOISIRS DES MAGHREBINS ET ALGERIENS EN AQUITAINE - SCELMAA",2000,
2016,SMART COMPAGNIE,2000,Locaux
2016,SOCIETE HISTORIQUE DE BORDEAUX,2000,
2016,SURFRIDER FOUNDATION EUROPE,2000,
2016,SWINGTIME BORDEAUX,2000,"Locaux, matériel pour manifestations"
2016,THEATRE EN MIETTES,2000,
2016,UNION LIBRE 2016,2000,
2016,60 000 REBONDS,1800,
2016,GEOCACHING ET TOURISME EN AQUITAINE,1800,
2016,LES AMIS DE SAINTE GENEVIEVE (ASG),1800,Matériel pour manifestations
2016,MAISON CULTURELLE COREENNE DE BORDEAUX,1800,
2016,PART-AGE,1800,
2016,"COMMERCANTS, DES RIVERAINS ET SYMPATISANTS DU QUARTIER GAMBETTA",1728,
2016,ASSOPOURQUOIPAS33,1700,"Locaux, matériel pour manifestations, matériel"
2016,CLUB DES PARISIENS DE BORDEAUX,1700,
2016,L'AIGLON CENTRE DE JEUNESSE,1700,
2016,MAITRISE DE BX PETITS CHANTEURS DE BORDEAUX,1700,
2016,PAUPIETTE,1650,
2016,COMITE DE QUARTIER BRACH VINCENNES,1600,
2016,COMITE DES FETES ET DE BIENFAIS. DU QUARTIER NANSOUTY,1600,
2016,INSTITUT DON BOSCO,1550,
2016,ECHANGE NORD-SUD,1534,
2016,ADRIA,1500,
2016,AFRICAFRANCE,1500,
2016,APEC (33PASSAJE ),1500,
2016,ASSOCIATION DES COMMERCANTS ET ARTISANS DU QUARTIER REPUBLIQUE,1500,
2016,ASSOCIATION DES COMMERCANTS ORNANO - GAVINIES - ST VICTOR,1500,Matériel pour manifestations
2016,ASSOCIATION POUR L'ANIMATION ET LES LOISIRS DES PERSONNES AGEES - APALPA,1500,"Equipements sportifs, matériel pour manifestations"
2016,ASSOCIATION PRENDRE SOIN DU LIEN - APSL,1500,Matériel pour manifestations
2016,ASSOCIATION SPORTIVE DES SOURDS DE BORDEAUX - ASSB 33,1500,Equipements sportifs
2016,BETTY BLUES THEATRE ET MUSIQUE,1500,
2016,BORDEAUX 5 DE COEUR,1500,"Locaux, matériel pour manifestations"
2016,CIE COIN TRANQUILLE-MANUELLA AZEVEDO,1500,
2016,CLUB D'ENTREPRISES MERIADECK,1500,
2016,COMITE DE QUARTIER MARECHAUX/POINCARE,1500,Locaux
2016,COOP ALPHA COOPERATIVE D'ACTIVITES ET D'EMPLOI 33,1500,
2016,COUP DE POUCE AVENIR,1500,"Locaux, matériel pour manifestations"
2016,"GROUPEMENT DES INTELLECTUELS, AVEUGLES OU AMBLYOPES",1500,
2016,IDEE D'ENSEMBLE,1500,
2016,INSTITUT DES AFRIQUES,1500,
2016,L'OUVRE BOITE,1500,
2016,LE CAFE HISTORIQUE,1500,
2016,LES JOURNEES DE LA NUTRITION - JDLN,1500,
2016,MAISON DUPEUX,1500,Matériel pour manifestations
2016,OGEC SAINTE THERESE,1500,
2016,PETITES SOEURS DES PAUVRES,1500,Matériel pour manifestations
2016,R'2 JEUX (RECYCLAGE DE JEUX),1500,
2016,SOLIDARITE BAYTI,1500,
2016,UNION DEPARTEMENTALE DES ASSOCIATIONS FAMILIALES - UDAF,1500,Locaux
2016,UNION REGIONALE DES INGENIEURS ET DES SCIENTIFIQUES D'AQUITAINE - URISA,1500,Locaux
2016,ENQUETE,1410,
2016,CONTACT AQUITAINE,1400,
2016,CENTRE DE RESSOURCES D'ECOLOGIE PEDAGOGIQUE D'AQUITAINE - CREPAQ,1300,Locaux
2016,COMITE GIRONDIN D'ORGANISATION DU CONCOURS UN DES MEILLEURS OUVRIERS DE FRANCE,1300,
2016,USEP ECOLE PRIMAIRE LAC 1,1300,
2016,"DES JARDINS, DES VOISINS",1200,Matériel pour manifestations
2016,DUENDE ANDALUZ,1200,
2016,LA BELLE ESTAMPE,1200,"Locaux, matériel pour manifestations"
2016,LES COLCHIQUES DE CONDORCET,1200,Locaux
2016,CALIXTE COEUR DE BASTIDE,1080,
2016,5UN7,1000,
2016,AMADEUS,1000,
2016,AMICALE DES ANCIENS DE LA LEGION ETRANGERE,1000,
2016,AMICALE DU PATRONAGE LAIQUE ET DU CONSEIL DE PARENTS D'ELEVES DU GROUPE SCOLAIRE NUYENS,1000,Matériel pour manifestations
2016,ARTS MARTIAUX SHAOLIN BORDEAUX,1000,Equipements sportifs
2016,ASSOCIATION DES AUDITEURS INSTITUT HAUTES ETUDES DEFENSE NATIONALE REGION AQUITAINE - AQUI IHEDN,1000,Locaux
2016,ASSOCIATION POUR LA CONNAISSANCE DU MONDE VEGETAL,1000,
2016,ASSOCIATION REFEED,1000,
2016,ASSOCIATION SPORTIVE DU BARREAU DE BORDEAUX,1000,"Equipements sportifs, matériel pour manifestations"
2016,BORDEAUX BRIDGE CLUB ESPRIT DES LOIS,1000,
2016,BORDEAUX CITE TANGO BCT,1000,"Locaux, matériel pour manifestations"
2016,BORDEAUX HANDISPORT TENNIS,1000,
2016,BORDEAUX YOUNG BUSINESS CLUB - BYBC,1000,Locaux
2016,CENTRE HA 32,1000,
2016,CLUB PETANQUE GRAND PARC,1000,Locaux
2016,COLLECTIF FETE DU JEU DE BORDEAUX,1000,Matériel pour manifestations
2016,COMITE ANIMATION DU QUARTIER TONDU-CARREIRE,1000,
2016,COMITE DE BIENFAISANCE ET DE DEFENSE DU QUARTIER SIMIOT,1000,
2016,COMITE DEPARTEMENTAL OLYMPIQUE ET SPORTIF DE LA GIRONDE,1000,Matériel pour manifestations
2016,"COMITE DES FETES DE BACALAN, BLANQUI ET CLAVEAU",1000,"Locaux, matériel pour manifestations"
2016,COMITE FEMININ GIRONDE POUR LA PREVENTION ET LE DEPISTAGE DES CANCERS,1000,Matériel pour manifestations
2016,CONSERVATOIRE DE LA LANGUE RUSSE ET DE SES FETES TRADITIONNELLES,1000,
2016,CREAF,1000,
2016,CULTURE HORS LIMITES,1000,
2016,ENSEMBLE ORCHESTRAL MOLTO ASSAI,1000,"Locaux, matériel pour manifestations"
2016,ENSEMBLE VOCAL DE BORDEAUX,1000,
2016,FEDERATION DES RADIOS ASSOCIATIVES DE LA GIRONDE - FEDERA 33,1000,"Locaux, matériel pour manifestations"
2016,GIP CDAD 33,1000,
2016,GROUPEMENT DE BORDEAUX DES ANCIENS PORTE-DRAPEAUX VOLONTAIRES REGION MILITAIRE DEFENSE AQUITAINE,1000,
2016,INSTITUT DES CONDUITES ALIMENTAIRES (ICAL),1000,Matériel pour manifestations
2016,L'OVERGROUND,1000,
2016,LE CRAYON PAPOTE,1000,
2016,LES CLOWNS STETHOSCOPES,1000,Matériel pour manifestations
2016,MAGIK'HOPITAL AQUITAINE,1000,
2016,OGEC ECOLE SPECIA ST FERDINAND,1000,
2016,"OSONS, ICI ET MAINTENANT (OIM)",1000,"Locaux, matériel pour manifestations"
2016,PARRAINAGE 33,1000,"Locaux, matériel pour manifestations"
2016,PHILOSPHERES,1000,Locaux
2016,"POLAR EN CABANES - LES AMIS DE CHESTER HIMES EN AQUITAINE, A ARCACHON ET SUR LE BASSIN (ACHAAB)",1000,Communication
2016,SLAPZINE,1000,
2016,STAGIAIRES ET ETUDIANTS AFRICAINS EN FRANCE,1000,
2016,TOUT ART FAIRE,1000,Locaux
2016,VELOPHONIE,1000,
2016,DES LOUPS DANS LES MURS,950,
2016,ASSOCIATION DES COMMERCANTS DU CENTRE COMMERCIAL DES BASTIDES,920,
2016,CAMPUS CHARTRONS,900,
2016,LES CYRANOS,900,
2016,RECREATION INFORMATIQUE TECHNIQUE ARTS APPLIQUES,900,
2016,UNION REGIONALE D'AQUITAINE DE L'UNION EUROPEENNE FEMININE SECTION FRANÇAISE,900,Locaux
2016,OCCE DE LA GIRONDE,865,
2016,ASSOCIATION EKOLO[GEEK],800,
2016,ASSOCIATION LE VILLAGE BORDEAUX SUD,800,Matériel pour manifestations
2016,ASSOCIATION SALAM ET RAHMA,800,
2016,BURDIGALA PHOTOS CLUB,800,"Locaux, matériel pour manifestations"
2016,CHANT LIBRE,800,"Locaux, matériel pour manifestations"
2016,CHANTE ECOLE,800,
2016,COLLECTIF DES ORGANISATIONS DE SOLIDARITE INTERNATIONALE ISSUES DES MIGRATIONS EN AQUITAINE (COSIM),800,Locaux
2016,COLLECTIF PARENTS INDEPENDANTS COLLEGE EMILE COMBES BORDEAUX,800,
2016,FEDERATION REGIONALE DU SUD-OUEST DES CAMARADES DE COMBAT,800,
2016,INTENDANT DU LYCEE MICHEL MONTAIGNE,800,
2016,LA PORTE OUVERTE DE BORDEAUX,800,Locaux
2016,LE CHOEUR DES ECLUSES,800,Locaux
2016,LE CHOEUR MELUSINE,800,
2016,LES BLOUSES ROSES,800,
2016,LES FILS DU TONAIRES,800,
2016,MIX COLOR UNITED - M.C.U.,800,
2016,MOUVEMENT ETUDIANT REPUBLICAIN POUR LE DEBAT ET L'ENGAGEMENT,800,Locaux
2016,PETANQUE REPUBLIQUE,800,
2016,RUGBYTOTS,800,Equipements sportifs
2016,VIVONS LA BASTIDE,800,"Locaux, matériel pour manifestations"
2016,AMIS D'ICI ET D'AILLEURS,750,Locaux
2016,ASSOCIATION RHIN ET DANUBE ANCIENS DE LA PREMIERE ARMEE FRANCAISE DU DEPARTEMENT DE LA GIRONDE,750,
2016,"COMITE DE L'ACCOMPAGNEMENT DE L'URBANISME, DEFENSE ENVIRONNEMENT ET RESPECT DE LA SECURITE-CAUDERES",750,Matériel pour manifestations
2016,COMITE DEPARTEMENTAL DE L'ASSOCIATION DE DEFENSE DES MALADES INVALIDES ET HANDICAPES,750,
2016,FEDERATION DES ASSOCIATIONS FAMILIALES CATHOLIQUES - AFC,750,Locaux
2016,LIBER LANGUE CULTURE CREATION,741,
2016,ASSOCIO ASSOCIATION DES ETUDIANTS EN SOCIOLOGIE DE L'UNIVERSITE VICTOR SEGALEN,700,
2016,CULTIV'ACTIONS,700,Locaux
2016,EUROFEEL,700,
2016,INTERNATIONAL CLUB OF BORDEAUX (ICB),700,Locaux
2016,PEP'S BAND,700,
2016,UNION NATIONALE DES COMBATTANTS DE BORDEAUX-CAUDERAN-LE BOUSCAT (UNC),700,Locaux
2016,S.A.D.I. QUARTIER BORDEAUX SAINT GENES,650,
2016,ASSOCIATION DEFENSE DES RESIDENTS DES QUARTIERS BORDEAUX METROPOLE,600,
2016,BORDEAUX ROLLERBLADING ASSOCIATION - BRA,600,Matériel pour manifestations
2016,LA CIGOGNE DES CAPUS,600,
2016,OMEGA ZELLES,600,
2016,OPTIMISATION MEMOIRE,600,
2016,RESTONS CALMES ! (DANS LA DIGNITE),600,"Locaux, matériel pour manifestations"
2016,AMELIORATION DES CONDITIONS DE VIE DES ENFANTS ADOLESCENTS HOSPITALISES,571,
2016,A L EAU MUSIC,500,
2016,ADDAH 33,500,
2016,AGIR POUR UN COMMERCE EQUITABLE ET SOLIDAIRE EN AQUITAINE - ACESA,500,
2016,AMBASSADE REGIONALE DES CONFRERIES DE PRODUITS DE TERROIR ET DU GOUT,500,
2016,AMICALE DES ANCIENS DES TROUPES DE MARINE DE BORDEAUX ET D'AQUITAINE,500,
2016,ASSOCIATION DES MEMBRES LA LEGION D'HONNEUR DECORES AU PERIL DE LEUR VIE SECTION AQUITAINE OUEST,500,
2016,ASSOCIATION POUR LA READAPTATION ET L'INTEGRATION - ARI,500,"Locaux, équipements sportifs"
2016,ASSOCIATION REGIONALE DES DIPLOMES D'UNIVERSITE D'AQUITAINE - ARDUA,500,Locaux
2016,ASSOCIATION SCOLAIRE ECOLE CONDORCET 33 (ASEC 33),500,
2016,ASSOCIATION SPORTIVE COLLEGE EDOUARD VAILLANT,500,
2016,ASSOCIATION UNION NATIONALE DES COMBATTANTS DE BORDEAUX-CENTRE,500,Matériel pour manifestations
2016,BORDEAUX PIPE BAND,500,
2016,COLLECTIF BTP,500,
2016,COMITE DE QUARTIER DANGUILHEM-EMILE ZOLA-BARRIERE DE PESSAC,500,
2016,COMITE DES FETES DE BIENFAISANCE ET DES INTERETS DE ST-GENES TALENCE BORDEAUX,500,
2016,CONSEIL DEPARTEMENTAL DES PARENTS D'ELEVES DES ECOLES PUBLIQUES DE LA GIRONDE,500,Locaux
2016,DIZGUYS,500,
2016,EKLEKTIKK,500,
2016,ETUDIANTS MAROCAINS DE BORDEAUX - EMB,500,"Locaux, matériel pour manifestations"
2016,FEDE ALIENOR,500,
2016,FEMMES SOLIDAIRES DU LAC,500,
2016,FOYER SOCIO EDUCATIF SPORTIF COLLEGE BLANQUI,500,
2016,GENEPI - GROUPEMENT ETUDIANT NATIONAL D'ENSEIGNEMENT AUX PERSONNES INCARCEREES,500,
2016,GIRONDE INFIRMES MOTEURS CEREBRAUX,500,
2016,GROUPE D'ACCOMPAGNEMENTS ET DE LOISIRS ADAPTES,500,
2016,INCROYABLES COMESTIBLES BORDEAUX,500,
2016,L'A COSMOPOLITAINE « COSMODANCE »,500,Matériel pour manifestations
2016,L'ATELIER BUDGETAIRE,500,Locaux
2016,L'OUTIL EN MAIN DE LA GIRONDE,500,
2016,LA REVERB',500,"Locaux, matériel pour manifestations"
2016,LE COURRIER DE BOVET,500,
2016,LES 13 LUNES,500,
2016,LES ARCHERS DE GUYENNE,500,"Equipements sportifs, matériel pour manifestations"
2016,LES BLESSES MULTIPLES ET IMPOTENTS DE GUERRE SECTION DE LA GIRONDE,500,
2016,LES JARDINS DE POINCARE,500,
2016,OBLIC SOLUTION,500,
2016,PETANQUE-CLUB DES TROIS,500,"Locaux, matériel pour manifestations"
2016,POKER SOURDS BORDEAUX,500,
2016,SOCIETE D'ENTRAIDE DE LA MEDAILLE MILITAIRE 12EME SECTION DE BORDEAUX,500,
2016,TRETEAUX DE GUYENNE,500,
2016,TRISOMIE 21 GIRONDE,500,
2016,UNION DES ASSOCIATIONS POUR UNE MAISON DES SOURDS UAMS 33,500,
2016,UNION NATIONALE DE FAMILLES ET AMIS DE PERSONNES MALADES,500,
2016,VIE ET TRAVAIL A BORDEAUX BACALAN,500,Locaux
2016,VIE LIBRE,500,Locaux
2016,LAC 2 SPORTS SCOLAIRES,420,
2016,ASSOCIATION DES PSYCHOLOGUES ETUDIANTS (APE),400,Matériel pour manifestations
2016,"ASSOCIATION POUR LA JEUNESSE, LES INITIATIVES ET LE RESEAU DE L'ENGAGEMENT - AJIRE",400,Locaux
2016,ASSOCIATION REPUBLICAINE DES ANCIENS COMBATTANTS ET VICTIMES DE LA GUERRE - ARAC,400,Locaux
2016,C'EST PAR ISIC (INSTIUT DES SCIENCES DE L'INFORMATION ET DE LA COMMUNICATION),400,Locaux
2016,CROIX DE GUERRE ET VALEUR MILITAIRE,400,
2016,LE TERROIR,400,
2016,LYSIAS-BORDEAUX,400,
2016,U-TOPOS,400,
2016,UNION DEPARTEMENTALE DES SOUS-OFFICIERS EN RETRAITE DE LA GIRONDE (UDSOR),400,
2016,UNION NATIONALE DES COMBATTANTS DE BORDEAUX RIVE-DROITE - UNC,400,Matériel pour manifestations
2016,ACCOMPAGNER CONDUIRE TRANSMETTRE - ACT,300,Locaux
2016,AMICALE DES PARACHUTISTES DU SUD-OUEST,300,
2016,ASSOCIATION DE DEFENSE DES INTERETS DU QUARTIER DE BACALAN - ADIQ,300,Locaux
2016,ASSOCIATION NATIONALE DES VISITEURS DE PRISON - ANVP,300,Locaux
2016,BORDEAUX OPERETTES,300,
2016,IMAD IBN ZIATEN POUR LA JEUNESSE ET LA PAIE,300,
2016,MAISON ACCUEIL ET INFORMATION 33,300,
2016,SOCIETE ASTRONOMIQUE DE BORDEAUX,300,
2016,SOCIETE DE PHILOSOPHIE DE BORDEAUX,300,
2016,ASSOCIATION NATIONALE MEMBRES DE L'ORDRE NATIONAL DU MERITE - SECTION DEPARTEMENTALE DE LA GIRONDE,250,Locaux
2016,ASSOCIATION REGIONALE D'AQUITAINE DES COMBATTANTS VOLONTAIRES DE LA RESISTANCE,250,
2016,"OFFICE AQUITAIN DE RECHERCHES, ETUDES, INFORMATION ET LIAISON SUR PROBLEMES PERSONNES AGEES-OAREIL",200,Locaux
2016,SOLIDARITE ANAIS JEROME EVENEMENTIEL - SAJE,200,Matériel pour manifestations
2016,CERCLE D'ETUDES ET DE CULTURE FRANÇAISES (CECF),150,Locaux
2016,POP PROJECT,150,
2016,LE POQUELIN THEATRE,120,"Locaux, matériel pour manifestations"
2016,COLLECTIF BORDEAUX-MARINOPOLE,100,Locaux
2016,RESEAU CANOPE SITE DE POITIERS - CNDP Autres,82,
2016,"""BAMBINO BERTHELOT"" ASSOCIATION DE PARENTS D'ELEVES DE L'ECOLE MATERNELLE BERTHELOT A BORDEAUX",0,Locaux
2016,1001 JEUNES BORDELAIS,0,Matériel pour manifestations
2016,2AA,0,Locaux
2016,2SI2LA,0,Locaux
2016,4 CATS,0,Locaux
2016,A TRAVERS CHANT,0,Locaux
2016,A2RUNNING,0,Locaux
2016,ABALONE CHASSE BORDEAUX,0,"Locaux, équipements sportifs"
2016,ABEILLES BORDELAISES,0,Locaux
2016,ACADEMIE BUSHIKAI KARATE DO,0,Equipements sportifs
2016,ACADEMIE PROSPECTIVE NOUVELLES TECHNOLOGIES,0,Locaux
2016,ACCOMPAGNEMENT ET RECHERCHE PSYCHO-SOCIO EDUCATIFS POUR LES JEUNES (ARPEJE),0,Locaux
2016,ACHATS GROUPES ASSOCIATIF POUR L'ECONOMIE SOLIDAIRE DE BORDEAUX - AGAPES,0,Locaux
2016,ACTA GIRONDE - AGIR CONTRE LA TORTURE DES ANIMAUX,0,Locaux
2016,ACTION CONTRE LA FAIM,0,Locaux
2016,ACTION INTERNATIONALE POUR LA PAIX ET LE DEVELOPPEMENT,0,Locaux
2016,AD LUCEM THEATRE,0,Locaux
2016,AEP SAINT PROJET,0,Matériel pour manifestations
2016,AGENCE REGIONALE DE SANTE NOUVELLE AQUITAINE,0,Matériel pour manifestations
2016,AIGUILLES ET CALAME,0,Locaux
2016,ALAM AMIS DU LIVRE ANCIEN ET MODERNE,0,"Locaux, matériel pour manifestations"
2016,ALGERIENS DE L'AQUITAINE,0,Locaux
2016,ALLIANCE FRANCAISE DE BORDEAUX AQUITAINE,0,Locaux
2016,ALPTIS,0,Locaux
2016,ALTER INSERTION,0,Matériel pour manifestations
